"Classe","Nome Corso","Ateneo","Anno accademico","Descrizione indicatore","ID Indicatore","Numeratore"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","35.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","43.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","33.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","120.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","117.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","119.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","119.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","121.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","120.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","43.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","35.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","43.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","34.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","31.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","43.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","76.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","87.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","88.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","88.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","77.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","99.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","133.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","151.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","194.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","139.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","127.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","153.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","64.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","69.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","59.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","73.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","87.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","60.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","453.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","431.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","439.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","441.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","453.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","461.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","201.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","202.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","191.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","120.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","160.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","124.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","126.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","99.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","109.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","107.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","104.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","109.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","244.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","227.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","187.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","157.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","123.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","105.000"
"L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","Università di Foggia","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","64.000"
"L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","Università di Foggia","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","73.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","88.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","89.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","87.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","64.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","99.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","127.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","73.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","83.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","88.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","50.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","61.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","123.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","91.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","129.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","130.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","125.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","116.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","126.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","84.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","93.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","98.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","99.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","90.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","94.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","79.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","65.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","83.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","84.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","83.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","70.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","181.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","183.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","56.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","56.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","43.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","58.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","98.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","96.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","91.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","100.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","95.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","111.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","87.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","118.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","136.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","152.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","108.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","63.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","208.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","197.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","162.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","578.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","553.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","182.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","66.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","44.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","80.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","71.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","54.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","51.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2020","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","64.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2021","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","65.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2022","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","59.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2023","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","60.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2024","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","62.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2025","Avvii di carriera al primo anno* (L; LMCU; LM)","iC00a","90.000"
