"Ateneo","Classe","Nome Corso","ID Indicatore","Descrizione indicatore","Anno accademico","Indicatore"
"Università di Camerino","L-2 - Biotecnologie","0430206200200005 - Bioscienze e Biotecnologia -  Biosciences and Biotechnology","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","143.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","208.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","197.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","162.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","578.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","553.000"
"Università di Catania","L-2 - Biotecnologie","0870106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","182.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","181.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","183.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","56.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","56.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","43.000"
"Magna Graecia","L-2 - Biotecnologie","0790106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","58.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","569.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","534.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","467.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","448.000"
