"Classe","Nome Corso","Ateneo","Anno accademico","Descrizione indicatore","ID Indicatore","Numeratore"
"L-2 - Biotecnologie","0500106200200004 - BIOTECNOLOGIE","Università di Pisa","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","30.000"
"L-2 - Biotecnologie","0500106200200004 - BIOTECNOLOGIE","Università di Pisa","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","27.000"
"L-2 - Biotecnologie","0500106200200004 - BIOTECNOLOGIE","Università di Pisa","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","22.000"
"L-2 - Biotecnologie","0500106200200004 - BIOTECNOLOGIE","Università di Pisa","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","34.000"
"L-2 - Biotecnologie","0520106200200001 - Biotecnologie","Università di Siena","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","13.000"
"L-2 - Biotecnologie","0520106200200001 - Biotecnologie","Università di Siena","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","25.000"
"L-2 - Biotecnologie","0520106200200001 - Biotecnologie","Università di Siena","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0520106200200001 - Biotecnologie","Università di Siena","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","20.000"
"L-2 - Biotecnologie","0520106200200001 - Biotecnologie","Università di Siena","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0540106200200003 - Biotecnologie","Università di Perugia","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","76.000"
"L-2 - Biotecnologie","0540106200200003 - Biotecnologie","Università di Perugia","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","56.000"
"L-2 - Biotecnologie","0540106200200003 - Biotecnologie","Università di Perugia","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","42.000"
"L-2 - Biotecnologie","0540106200200003 - Biotecnologie","Università di Perugia","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","56.000"
"L-2 - Biotecnologie","0540106200200003 - Biotecnologie","Università di Perugia","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","41.000"
"L-2 - Biotecnologie","0560106200200005 - Biotecnologie","Università della Tuscia","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","37.000"
"L-2 - Biotecnologie","0560106200200005 - Biotecnologie","Università della Tuscia","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","30.000"
"L-2 - Biotecnologie","0560106200200005 - Biotecnologie","Università della Tuscia","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","22.000"
"L-2 - Biotecnologie","0560106200200005 - Biotecnologie","Università della Tuscia","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","19.000"
"L-2 - Biotecnologie","0560106200200005 - Biotecnologie","Università della Tuscia","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","25.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","10.000"
"L-2 - Biotecnologie","0580106200200001 - Biotecnologie Agro-Alimentari e Industriali","La Sapienza","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","15.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","33.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","33.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","19.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0580106200200002 - Biotecnologie","La Sapienza","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","40.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","9.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","11.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","11.000"
"L-2 - Biotecnologie","0580106200200003 - Bioinformatica","La Sapienza","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","11.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","19.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","20.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","14.000"
"L-2 - Biotecnologie","0580206200200001 - Biotecnologie","Tor Vergata","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","9.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","9.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","33.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","37.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","31.000"
"L-2 - Biotecnologie","0620106200200003 - BIOTECNOLOGIE","Università del Sannio","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","47.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","13.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","13.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","15.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","12.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","21.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","99.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","75.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","69.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","75.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","104.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","14.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","4.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","1.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","6.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","21.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","38.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","19.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","28.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","25.000"
"L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","Università di Foggia","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","5.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","3.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","3.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","4.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","13.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","11.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","17.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","26.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","23.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","11.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","32.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","19.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","28.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","29.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","21.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","2.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","17.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","15.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","16.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","13.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","25.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","20.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","15.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","35.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","14.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","25.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","34.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","17.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","34.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","32.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","28.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","23.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","34.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","18.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","10.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","20.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","40.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","36.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","20.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","53.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","62.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","10.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","4.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2022","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","7.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2023","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","6.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2024","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2020","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","8.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2021","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","iC16BIS","9.000"
