AnnoA;ClasseNUMERO;ClasseNOME;Sesso;Imm
2001/2002;DS1;Scienze della difesa e della sicurezza;M;813
2001/2002;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;5603
2001/2002;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;1891
2001/2002;SNT2;Professioni sanitarie della riabilitazione;F;2203
2001/2002;SNT2;Professioni sanitarie della riabilitazione;M;906
2001/2002;SNT3;Professioni sanitarie tecniche;F;1511
2001/2002;SNT3;Professioni sanitarie tecniche;M;899
2001/2002;SNT4;Professioni sanitarie della prevenzione;F;107
2001/2002;SNT4;Professioni sanitarie della prevenzione;M;103
2000/2001;1;Biotecnologie;F;53
2000/2001;1;Biotecnologie;M;35
2000/2001;10;Ingegneria industriale;F;420
2000/2001;10;Ingegneria industriale;M;2866
2000/2001;11;Lingue e culture moderne;F;188
2000/2001;11;Lingue e culture moderne;M;54
2000/2001;12;Scienze biologiche;F;336
2000/2001;12;Scienze biologiche;M;140
2000/2001;13;Scienze dei beni culturali;F;96
2000/2001;13;Scienze dei beni culturali;M;35
2000/2001;14;Scienze della comunicazione;F;733
2000/2001;14;Scienze della comunicazione;M;329
2000/2001;15;Scienze politiche e delle relazioni internazionali;F;235
2000/2001;15;Scienze politiche e delle relazioni internazionali;M;192
2000/2001;16;Scienze della Terra;F;20
2000/2001;16;Scienze della Terra;M;25
2000/2001;17;Scienze dell'economia e della gestione aziendale;F;549
2000/2001;17;Scienze dell'economia e della gestione aziendale;M;523
2000/2001;18;Scienze dell'educazione e della formazione;F;867
2000/2001;18;Scienze dell'educazione e della formazione;M;148
2000/2001;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;132
2000/2001;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;223
2000/2001;21;Scienze e tecnologie chimiche;F;45
2000/2001;21;Scienze e tecnologie chimiche;M;78
2000/2001;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;468
2000/2001;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;309
2000/2001;24;Scienze e tecnologie farmaceutiche;F;54
2000/2001;24;Scienze e tecnologie farmaceutiche;M;31
2000/2001;25;Scienze e tecnologie fisiche;F;37
2000/2001;25;Scienze e tecnologie fisiche;M;75
2000/2001;26;Scienze e tecnologie informatiche;F;77
2000/2001;26;Scienze e tecnologie informatiche;M;207
2000/2001;27;Scienze e tecnologie per l'ambiente e la natura;F;65
2000/2001;27;Scienze e tecnologie per l'ambiente e la natura;M;52
2000/2001;28;Scienze economiche;F;71
2000/2001;28;Scienze economiche;M;87
2000/2001;29;Filosofia;F;76
2000/2001;29;Filosofia;M;57
2000/2001;3;Scienze della mediazione linguistica;F;87
2000/2001;3;Scienze della mediazione linguistica;M;12
2000/2001;31;Scienze giuridiche;F;135
2000/2001;31;Scienze giuridiche;M;101
2000/2001;32;Scienze matematiche;F;60
2000/2001;32;Scienze matematiche;M;45
2000/2001;33;Scienze delle attivita motorie e sportive;F;26
2000/2001;33;Scienze delle attivita motorie e sportive;M;36
2000/2001;34;Scienze e tecniche psicologiche;F;693
2000/2001;34;Scienze e tecniche psicologiche;M;158
2000/2001;37;Scienze statistiche;F;37
2000/2001;37;Scienze statistiche;M;55
2000/2001;38;Scienze storiche;F;46
2000/2001;38;Scienze storiche;M;62
2000/2001;39;Scienze del turismo;F;22
2000/2001;39;Scienze del turismo;M;11
2000/2001;4;Scienze dell'architettura e dell'ingegneria edile;F;322
2000/2001;4;Scienze dell'architettura e dell'ingegneria edile;M;595
2000/2001;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;16
2000/2001;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;18
2000/2001;42;Disegno industriale;F;385
2000/2001;42;Disegno industriale;M;420
2000/2001;5;Lettere;F;276
2000/2001;5;Lettere;M;136
2000/2001;6;Scienze del servizio sociale;F;116
2000/2001;6;Scienze del servizio sociale;M;10
2000/2001;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;66
2000/2001;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;105
2000/2001;8;Ingegneria civile e ambientale;F;358
2000/2001;8;Ingegneria civile e ambientale;M;1074
2000/2001;9;Ingegneria dell'informazione;F;381
2000/2001;9;Ingegneria dell'informazione;M;3304
2000/2001;99999;Classe non definita;F;149399
2000/2001;99999;Classe non definita;M;115587
1999/2000;99999;Classe non definita;F;152844
1999/2000;99999;Classe non definita;M;125535
1998/1999;99999;Classe non definita;F;154942
1998/1999;99999;Classe non definita;M;123992
